,WWW_keyword,WWW_score,ML_keyword,ML_score,DM_keyword,DM_score,IR_keyword,IR_score,DB_keyword,DB_score,HI_keyword,HI_score,NLP_keyword,NLP_score,CV_keyword,CV_score,COM_keyword,COM_score
20,smil,0.06404814761314966,bci,0.07482591955664715,anonymization,0.04701441153227732,searcher,0.07575946528598154,rdf,0.06603742945385954,usu,0.08352211453827744,entailment,0.11014931432429788,nonrigid,0.08727505501453135,throughput,0.08510906910171005
21,server,0.06300108072090166,horn,0.07482591955664715,discretization,0.04627098786642801,result,0.07456150539304486,skyline,0.06603742945385954,displays,0.0823990059209159,transliteration,0.11014931432429788,contours,0.0840426455695487,hop,0.08439386684035116
22,website,0.06145949061947971,ica,0.07482591955664715,recommender,0.04627098786642801,effectiveness,0.07124741067124347,declarative,0.0637433317161136,usability,0.08193622865012917,transducers,0.10971212823743455,motion,0.08317176150490431,buffer,0.08421591119391342
23,javascript,0.06138048926521853,stdp,0.07482591955664715,privacy,0.04480399837737059,verbose,0.06914668653891558,db,0.0625914552571636,chi,0.08030972551757447,acl2,0.10239798635493892,affine,0.08242644084705739,mesh,0.08387094931082731
24,rss,0.06138048926521853,synaptic,0.07482591955664715,committee,0.04291068798812522,bibliographic,0.06734174692087248,hadoop,0.0625914552571636,uma,0.08030972551757447,hpsg,0.10239798635493892,occlusion,0.07919403140207475,relay,0.0786951178814695
25,mashup,0.057643332851834685,default,0.07339538854896696,anomaly,0.042415072210892336,european,0.06734174692087248,warehouses,0.0625914552571636,display,0.07884221429843032,corpus,0.10122870551197458,invariant,0.07814059285235884,ip,0.0786722487494799
26,urls,0.057643332851834685,artificial,0.07036946471812466,interestingness,0.042415072210892336,subtopic,0.06734174692087248,workflow,0.05999372396810691,children,0.07647101988343995,coreference,0.09717955729149559,occlusions,0.07757782667958343,fair,0.07753210871820601
27,proxy,0.05673183749490435,allen,0.06651192849479746,cancer,0.042415072210892336,semantic,0.06678276586759452,microsoft,0.05999372396810691,entertainment,0.0738849474761685,corpora,0.09448012514450961,surfaces,0.07695939670014962,lightwave,0.07753210871820601
28,click,0.0556753736603317,autoepistemic,0.06651192849479746,discriminant,0.042415072210892336,multilingual,0.06524131721891424,provenance,0.05624411622010023,fitts,0.0738849474761685,lexical,0.0936967178079027,calibration,0.07694760670194116,buffered,0.07485858772792305
29,publishing,0.05482792787520313,firing,0.06651192849479746,massive,0.042415072210892336,music,0.06354498789597392,reorganization,0.05563684911747876,handed,0.0738849474761685,morphological,0.09178069299752362,symmetry,0.0752317251218057,switched,0.07320476081997163
30,browsers,0.052611847941615886,mlp,0.06651192849479746,series,0.04200374847878493,topic,0.06046547720444368,aggregate,0.05435657443313343,estudo,0.07067255845546554,spoken,0.09043097692403063,blur,0.07434541723460078,routing,0.06764471819987573
31,compositions,0.052611847941615886,proving,0.06651192849479746,item,0.04192325846272136,judgments,0.059027858436160506,predicates,0.052494508472093554,gestures,0.06995023524221639,ellipsis,0.08776970258994765,specular,0.07434541723460078,antennas,0.06683802475707415
32,earthquake,0.052611847941615886,vision,0.06449897781575885,gene,0.04182437979030017,opinion,0.059027858436160506,schema,0.052291643458437634,touch,0.06907628244943625,sentence,0.08503211263005865,depth,0.07157916902506155,radio,0.06660340092330402
33,matchmaking,0.052611847941615886,rbf,0.06235493296387262,lift,0.04179058802869095,metasearch,0.05892402855576342,workflows,0.05163874571147675,creative,0.06906636394511405,semantic,0.08351246047623812,saliency,0.07111300778961814,11,0.06611004239794623
34,media,0.05218653434165397,saliency,0.06235493296387262,proteins,0.04179058802869095,2006,0.05892402855576342,materialized,0.05079802265681503,reality,0.06788917091932846,german,0.080455560707452,mrf,0.0685936317287052,opportunistic,0.06413660829651499
35,spam,0.05200418437032898,theories,0.06227487513245681,roc,0.04179058802869095,indexes,0.058548128866140504,optimizer,0.05079802265681503,tabletops,0.06746016943476256,subcategorization,0.080455560707452,localization,0.06744756115294012,vehicular,0.06405416571747517
36,communities,0.051279949423989724,robots,0.061368934600031254,spacecraft,0.04179058802869095,session,0.058548128866140504,oodb,0.05079802265681503,o,0.06613686617499216,paraphrase,0.08010859223585301,manifolds,0.06626439362214417,protocols,0.06365300126094282
37,folksonomies,0.05123851809051972,som,0.05830048787002969,ticket,0.04179058802869095,scatter,0.05762223878242964,b,0.04874490072408687,engaging,0.06424778041405957,distributional,0.07558410011560769,correspondences,0.06464818889965285,switch,0.0629377989995839
38,middleware,0.05123851809051972,mdps,0.05819793743294779,webkdd,0.04179058802869095,probabilistic,0.05595312815933595,synopses,0.048682242977793916,older,0.06424778041405957,anaphora,0.07510180522111219,matting,0.06464818889965285,cdma,0.06222404669697589
39,observatory,0.05123851809051972,plasticity,0.05819793743294779,urban,0.039128374565206604,articles,0.05592112904478364,transactions,0.04620308826816342,usabilidade,0.06424778041405957,monolingual,0.07314141882495637,shape,0.06463138966943605,routers,0.058817461786225246
40,oxpath,0.05123851809051972,possibilistic,0.05819793743294779,factorization,0.038559156555356675,qa,0.05592112904478364,middleware,0.045718220391133525,gaze,0.06273303135583516,lexicon,0.07043867244650148,denoising,0.06416823613330486,lan,0.056733689635478014
41,webml,0.05123851809051972,colony,0.05691218895925623,fraud,0.038559156555356675,thesaurus,0.05592112904478364,nothing,0.045718220391133525,adults,0.06264158590370808,syntactic,0.06943596051835646,dense,0.06225928721809857,dqdb,0.05614394079594229
42,advertising,0.04688452518764775,cortical,0.05691218895925623,categorical,0.038559156555356675,2005,0.05592112904478364,warehouse,0.04499529297608019,facilitating,0.0594291968830051,arabic,0.06848204265632088,deblurring,0.061955538335604694,fading,0.05614394079594229
43,wikipedia,0.04688452518764775,diagnosis,0.05676626450502891,sql,0.036566764525104586,suggestion,0.05404442664566816,flash,0.04348525954650674,storytelling,0.05937281408067532,combinatory,0.06582727694246072,gesture,0.05979957473217889,protocol,0.055654202083058955
44,delivery,0.04491270468346594,particle,0.055232041140028124,genes,0.036566764525104586,personalize,0.05050631019065436,main,0.04348525954650674,domestic,0.057823002372653615,morphologically,0.06582727694246072,discriminant,0.05964930752088462,sensor,0.05517630615879694
45,lifecycle,0.044833703329204756,propositional,0.055232041140028124,cubes,0.036566764525104586,award,0.05050631019065436,storage,0.04299535128804872,rios,0.057823002372653615,selectional,0.06582727694246072,patch,0.05818337000968757,isdn,0.053470419805659315
46,mashups,0.044833703329204756,ai,0.053378464399248704,informative,0.03633349066769185,esair,0.05050631019065436,acm,0.041727636838109074,sustainability,0.057173820966576236,chunking,0.06508823119163057,correspondence,0.05793572560573061,queued,0.05079689881537636
47,xquery,0.044833703329204756,revision,0.053378464399248704,biological,0.03633349066769185,rankers,0.05050631019065436,isolation,0.041727636838109074,handheld,0.056216807862302126,finite,0.06456878307595969,reflectance,0.05531744494250419,wlans,0.05079689881537636
48,advertiser,0.043843206618013233,planning,0.05258959856114531,margin,0.03633349066769185,simfusion,0.05050631019065436,analytics,0.0412456852280735,com,0.05497482785247715,multilingual,0.06073722330718474,contour,0.054476876315836247,broadband,0.04946013832023487
49,blogging,0.043843206618013233,nonlinear,0.05216359441002656,anonymizing,0.03575890665677101,stemmer,0.05050631019065436,indexes,0.04076743082485007,encouraging,0.054610613351950645,wsd,0.06008144417688976,tensor,0.051882739348415474,reservation,0.04941321355348085
50,bpel,0.043843206618013233,recurrent,0.05216359441002656,ant,0.03575890665677101,symposium,0.05050631019065436,selectivity,0.04076743082485007,goms,0.054610613351950645,lexicalized,0.06008144417688976,biometric,0.05129840446796077,rings,0.048123377825093384
51,pdas,0.043843206618013233,defeasible,0.05122097006333061,colony,0.03575890665677101,duplicate,0.0497076702620299,deductive,0.04076743082485007,sistemas,0.054610613351950645,english,0.059397026467509745,manifold,0.0492886023809947,slotted,0.048123377825093384
52,articles,0.04254887812117826,multiagent,0.05122097006333061,customers,0.03575890665677101,spam,0.0497076702620299,files,0.04076743082485007,emotional,0.05335187433728368,parsers,0.058513135059965096,curvature,0.048486141674739636,tdma,0.048123377825093384
53,authoring,0.04254887812117826,swarm,0.05062937104502579,motifs,0.034703240899821006,spoken,0.0497076702620299,workloads,0.040638418125452026,auditory,0.05300441884159915,framenet,0.058513135059965096,cluttered,0.048486141674739636,priority,0.04637570138363392
54,html,0.04254887812117826,backpropagation,0.0498839463710981,subspace,0.03226452155251727,patent,0.0497076702620299,cubes,0.040638418125452026,practices,0.052420752228848566,dialog,0.05668807508670576,body,0.0484238900585211,interconnection,0.045752975512482266
55,url,0.04254887812117826,bifurcation,0.0498839463710981,bayesian,0.03192284884387655,file,0.046600940870653036,aqualogic,0.040638418125452026,hands,0.05057684162427897,french,0.05507465716214894,moving,0.046526459866290004,forwarding,0.045449856834810426
56,sponsored,0.04112094590640235,chess,0.0498839463710981,covariance,0.03134294102151822,japanese,0.046600940870653036,codasyl,0.040638418125452026,wearable,0.04979508271479809,alignments,0.05507465716214894,faces,0.045333473715872305,selfish,0.045449856834810426
57,p2p,0.03955881812707779,neocognitron,0.0498839463710981,discoveries,0.03134294102151822,stopping,0.04609779102594372,exodus,0.040638418125452026,sig,0.048377848510179886,sentiment,0.05270440376694527,cuts,0.045333473715872305,vbr,0.045449856834810426
58,site,0.03955881812707779,newell,0.0498839463710981,imbalance,0.03134294102151822,plagiarism,0.04609779102594372,garbage,0.040638418125452026,ui,0.048377848510179886,japanese,0.05263892686622678,riemannian,0.045253732229756996,bandwidth,0.04464567859410224
59,page,0.03845323583069239,possibility,0.0498839463710981,interpretable,0.03134294102151822,posting,0.04609779102594372,jim,0.040638418125452026,groupware,0.04818583531054468,dialogues,0.05119899317746946,subspaces,0.04425395595400335,channels,0.0443425402042523
60,delivering,0.03842888856788979,sensorimotor,0.0498839463710981,2006,0.03134294102151822,retrieve,0.04609779102594372,pig,0.040638418125452026,aplica,0.04818583531054468,linguistically,0.05119899317746946,panoramic,0.04425395595400335,queues,0.044113096339668936
61,fax,0.03842888856788979,stereo,0.0498839463710981,clusterings,0.03134294102151822,toponym,0.04609779102594372,ssds,0.040638418125452026,programmers,0.04818583531054468,linguistics,0.05119899317746946,geodesic,0.043637527507265676,spectrum,0.04390890875684488
62,homepage,0.03842888856788979,motor,0.049095147680025,determinations,0.03134294102151822,transliteration,0.04609779102594372,tenant,0.040638418125452026,mediated,0.04726461266535526,lexicons,0.05006787014740813,uncalibrated,0.04202132278477435,downlink,0.042776335844527454
63,hosting,0.03842888856788979,nets,0.049095147680025,dm,0.03134294102151822,question,0.04602596026009892,server,0.03718516868155564,touchscreen,0.046178855396080805,extractive,0.05006787014740813,lidar,0.04202132278477435,schedulers,0.042776335844527454
64,meteor,0.03842888856788979,fuzzy,0.047687178356292784,grouped,0.03134294102151822,blog,0.04503702220472346,bases,0.03562127360606348,menu,0.044973446289841706,pronoun,0.05006787014740813,radiometric,0.04202132278477435,peer,0.04036458612617463
65,minwise,0.03842888856788979,logic,0.04590448009998277,hyperparameter,0.03134294102151822,pagerank,0.04503702220472346,intensive,0.03562127360606348,cscw,0.044973446289841706,prosodic,0.05006787014740813,rectification,0.04202132278477435,bgp,0.040262618450984396
66,profit,0.03842888856788979,tractable,0.04572695084017326,intelligible,0.03134294102151822,2013,0.04503702220472346,2006,0.03555861585977052,homeless,0.044973446289841706,words,0.04935809241666303,aerial,0.041754515264619235,abr,0.04010281485424449
67,reasoner,0.03842888856788979,ant,0.045529751167404986,misclassification,0.03134294102151822,track,0.043494211479276165,cad,0.03555861585977052,sobre,0.044973446289841706,decoding,0.04891574475451491,deformation,0.04040511806228304,fddi,0.04010281485424449
68,webdav,0.03842888856788979,svm,0.04449247758502266,professor,0.03134294102151822,summarization,0.04241608102401274,sparql,0.034773030698424225,autism,0.04397986228198172,shallow,0.04589034649876181,reconstruction,0.040372959230505635,mpls,0.04010281485424449
69,xpath,0.03842888856788979,pulse,0.04295825422002188,recoding,0.03134294102151822,click,0.04236332526398261,aggregations,0.034773030698424225,desktop,0.04386709667732214,clauses,0.045061083132667316,facial,0.04029914568661435,ofdma,0.04010281485424449
70,answering,0.038093676714963796,minimax,0.04156995530924842,securities,0.03134294102151822,peer,0.04236332526398261,optimizers,0.034773030698424225,phones,0.043827186289693065,formalisms,0.045061083132667316,surveillance,0.03996503603899269,unicast,0.04010281485424449
71,metadata,0.038093676714963796,arc,0.04156995530924842,sell,0.03134294102151822,weighting,0.04236332526398261,recursion,0.034773030698424225,meetings,0.04178086916788264,phoneme,0.045061083132667316,mrfs,0.039828560358603014,mac,0.04005132663609885
72,flickr,0.0378212249966029,ca3,0.04156995530924842,squashing,0.03134294102151822,gather,0.0420885918255453,language,0.03431038944869679,designers,0.04176105726913872,tense,0.045061083132667316,shadows,0.039828560358603014,ieee,0.04005132663609885
73,photos,0.0378212249966029,cells,0.04156995530924842,subsequences,0.03134294102151822,item,0.040533319984251116,caching,0.033746469732060136,pressure,0.04176105726913872,morphology,0.04500248517415372,silhouette,0.039828560358603014,localization,0.03933612437473995
74,presentation,0.0378212249966029,deepening,0.04156995530924842,taxi,0.03134294102151822,files,0.040533319984251116,rdbms,0.033746469732060136,peripheral,0.04176105726913872,collocation,0.043884851294973826,textures,0.039828560358603014,capacity,0.03852983221134851
75,recommender,0.0378212249966029,denoising,0.03983853227147936,bayes,0.03084732524428534,corpus,0.040387482087899294,replicated,0.033746469732060136,qwerty,0.04176105726913872,bitext,0.043884851294973826,volumetric,0.039828560358603014,broadcasting,0.03843249943048511
76,pages,0.03776657090514431,equilibrium,0.03983853227147936,randomization,0.03084732524428534,phrase,0.040387482087899294,schemas,0.033746469732060136,messaging,0.04031030505483656,lfg,0.043884851294973826,pedestrian,0.0397767668337852,buffers,0.03843249943048511
77,language,0.03707990597959624,reaching,0.03983853227147936,trends,0.03084732524428534,sentence,0.040387482087899294,semistructured,0.03261394465988006,needs,0.04031030505483656,paraphrases,0.043884851294973826,infrared,0.03878891333979172,guaranteed,0.03749524792719338
78,ontologies,0.036628535302849805,synchrony,0.03983853227147936,supervised,0.03080274888444228,rank,0.037903731978904995,peer,0.03253702259636119,drawing,0.04031030505483656,sentential,0.043884851294973826,lighting,0.03878891333979172,arq,0.03742929386396152
79,opinion,0.03545739843431522,gaussian,0.038355584125019535,boosting,0.02987455699307155,report,0.037903731978904995,transaction,0.031374986075062575,gaming,0.040154862758787234,underspecification,0.043884851294973826,fingerprint,0.03817555681336616,deflection,0.03742929386396152
80,admission,0.03507456529441059,neuronal,0.036821360760018754,customer,0.02987455699307155,desktop,0.03728075269652243,recovery,0.031374986075062575,ambient,0.039124707847341365,underspecified,0.043884851294973826,imagery,0.03817555681336616,flooding,0.03742929386396152
81,distillation,0.03507456529441059,cognition,0.035585642932832465,training,0.02987455699307155,factorization,0.03728075269652243,querying,0.030498123954397147,collaboration,0.03894726563638427,translations,0.04319091435177582,catadioptric,0.03761586256090285,routed,0.03742929386396152
82,folksonomy,0.03507456529441059,localization,0.035585642932832465,protein,0.028679574713348685,lingual,0.03728075269652243,semantic,0.030498123954397147,workplace,0.038548668248435745,training,0.042665469716098546,patches,0.03761586256090285,slot,0.03742929386396152
83,geotagged,0.03507456529441059,speaker,0.035585642932832465,yeast,0.028607125325416812,needs,0.03728075269652243,buffer,0.03047881359408902,caso,0.038548668248435745,languages,0.04182889187852799,detectors,0.03717270861730039,multicasting,0.03660238040998581
84,hashtag,0.03507456529441059,satisfaction,0.03518473235906233,advertisements,0.028607125325416812,recall,0.03728075269652243,inheritance,0.03047881359408902,gestural,0.038548668248435745,comparable,0.04108922559379253,projective,0.03698257066294846,mobility,0.03650853087647777
85,weblog,0.03507456529441059,abductive,0.03414731337555374,arbitrarily,0.028607125325416812,recommending,0.03728075269652243,transactional,0.03047881359408902,motivations,0.038548668248435745,nlp,0.04108922559379253,discriminative,0.03660197635756716,banyan,0.03475577287367856
86,portals,0.03426745492200196,backtracking,0.03414731337555374,collapsed,0.028607125325416812,2003,0.03728075269652243,bombay,0.03047881359408902,tica,0.038548668248435745,hindi,0.040227780353726,descriptors,0.03631791754389083,manets,0.03475577287367856
87,microblog,0.033093571872027536,csp,0.03414731337555374,deduplication,0.028607125325416812,terminological,0.03728075269652243,borealis,0.03047881359408902,uso,0.038548668248435745,centering,0.040227780353726,intensity,0.035789584512530774,multiplexer,0.03475577287367856
88,personalization,0.033093571872027536,evoked,0.03414731337555374,enumeration,0.028607125325416812,ocr,0.03728075269652243,clio,0.03047881359408902,ux,0.038548668248435745,referring,0.040227780353726,mosaics,0.03555650389480907,survivable,0.03475577287367856
89,qos,0.033093571872027536,gabor,0.03414731337555374,subgroup,0.028607125325416812,categorization,0.03700126216988345,cougar,0.03047881359408902,veis,0.038548668248435745,verbs,0.040227780353726,rgb,0.03555650389480907,transmission,0.03404173824968873
90,recommending,0.033093571872027536,calculus,0.033752914030017185,visualizer,0.028607125325416812,boolean,0.03658650818253043,crash,0.03047881359408902,visualizations,0.03793911063984617,taggers,0.040054296117926505,epipolar,0.03540316476320268,provisioning,0.03354837972433092
91,bid,0.03202407380657483,cancer,0.033752914030017185,relational,0.02856254896557375,anchor,0.03602961776377877,dataspaces,0.03047881359408902,perceptions,0.03738288293968446,phrasal,0.040054296117926505,imaging,0.034596598362113075,guarantees,0.03354837972433092
92,dns,0.03202407380657483,delayed,0.033752914030017185,topic,0.02856254896557375,novelty,0.03602961776377877,denotational,0.03047881359408902,interruptions,0.03738288293968446,phonological,0.040054296117926505,invariants,0.03394029917231775,receiver,0.03294214236898723
93,freshness,0.03202407380657483,discriminant,0.033752914030017185,unlabeled,0.027948838975147574,collections,0.03519632255184035,hana,0.03047881359408902,workspace,0.03738288293968446,grammar,0.039599805202347654,descriptor,0.03340361221169539,lifetime,0.03208225188339559
94,fun,0.03202407380657483,texture,0.033752914030017185,malware,0.02699140958874967,training,0.03466090248871304,infosleuth,0.03047881359408902,engagement,0.03695233353836866,named,0.03931915836581631,occluded,0.03319046696550251,multistage,0.03208225188339559
95,screen,0.03202407380657483,sat,0.03336154024953043,recommendations,0.02699140958874967,crawler,0.03457334326945779,infosphere,0.03047881359408902,sensemaking,0.03694247373808425,argument,0.039132595803611926,subtraction,0.03319046696550251,passive,0.03157494562289969
96,sheets,0.03202407380657483,wavelet,0.03336154024953043,characteristic,0.02699140958874967,hyperlink,0.03457334326945779,ingres,0.03047881359408902,robot,0.03609297694445311,answering,0.036809424853104636,ultrasound,0.03319046696550251,circuit,0.030745491388254106
97,ontology,0.03158658657521161,training,0.03328285493424815,na,0.02699140958874967,searchers,0.03457334326945779,internals,0.03047881359408902,finger,0.03533627922773277,alternations,0.03657070941247818,crowded,0.03319046696550251,cellular,0.030094870046826268
98,auctions,0.03084070942980176,agm,0.03325596424739873,unexpected,0.02699140958874967,polyphonic,0.03457334326945779,joining,0.03047881359408902,informal,0.03533627922773277,asr,0.03657070941247818,gait,0.032324094449826424,blocking,0.02960151152146846
99,cultural,0.03084070942980176,artmap,0.03325596424739873,2004,0.02699140958874967,nuggets,0.03457334326945779,mls,0.03047881359408902,encourage,0.03533627922773277,gold,0.03657070941247818,motions,0.032324094449826424,backbone,0.029408730893112623
100,faceted,0.03084070942980176,auditory,0.03325596424739873,regression,0.026322349046705225,titles,0.03457334326945779,multidatabases,0.03047881359408902,exercise,0.03533627922773277,itg,0.03657070941247818,ray,0.032324094449826424,multiplexing,0.029408730893112623
101,popularity,0.03084070942980176,consciousness,0.03325596424739873,basket,0.026119117517931844,uncooperative,0.03457334326945779,skylines,0.03047881359408902,healthy,0.03533627922773277,lexicalization,0.03657070941247818,cosegmentation,0.032324094449826424,arrivals,0.029408730893112623
102,credibility,0.030729745309739855,evidential,0.03325596424739873,skyline,0.026119117517931844,catalogue,0.03457334326945779,sloan,0.03047881359408902,immersion,0.03533627922773277,morpheme,0.03657070941247818,multispectral,0.032324094449826424,carrier,0.029408730893112623
103,community,0.029526591798567373,feedforward,0.03325596424739873,thai,0.026119117517931844,judgements,0.03457334326945779,subqueries,0.03047881359408902,inform,0.03533627922773277,morpho,0.03657070941247818,segmentations,0.032324094449826424,multirate,0.029408730893112623
104,clients,0.028365918747452173,inheritance,0.03325596424739873,succinct,0.026119117517931844,multikey,0.03457334326945779,tertiary,0.03047881359408902,keyboards,0.03533627922773277,phrasing,0.03657070941247818,objects,0.031882508576879985,photonic,0.029408730893112623
105,enterprise,0.028365918747452173,inhibitory,0.03325596424739873,probabilistic,0.025202249087270957,phrasal,0.03457334326945779,tsimmis,0.03047881359408902,lise,0.03533627922773277,prepositional,0.03657070941247818,perceptual,0.031129643609049285,polling,0.029408730893112623
106,interests,0.028365918747452173,motif,0.03325596424739873,significant,0.02515395507763282,tf,0.03457334326945779,udfs,0.03047881359408902,scaffolding,0.03533627922773277,syntactically,0.03657070941247818,planar,0.03101763991086,relaying,0.029408730893112623
107,microblogging,0.028365918747452173,neuroinformatics,0.03325596424739873,xml,0.02515395507763282,turkish,0.03457334326945779,vldb,0.03047881359408902,body,0.035233620350537564,treebanks,0.03657070941247818,aperture,0.030977769167802347,tcam,0.029408730893112623
108,recommendations,0.028365918747452173,oscillator,0.03325596424739873,preservation,0.02515395507763282,browse,0.03367087346043624,frequent,0.029996861984053456,command,0.035183889825585374,korean,0.03509261791081785,biometrics,0.030707889727335107,transport,0.029323292715715234
109,reviews,0.028365918747452173,pid,0.03325596424739873,anonymity,0.02515395507763282,fourth,0.03367087346043624,manager,0.029996861984053456,multitasking,0.035183889825585374,cohesion,0.035047509103185694,recovery,0.03031678849818694,differentiated,0.02928190432798865
110,browsing,0.028153261947471215,pole,0.03325596424739873,discriminative,0.0250946278741801,ria,0.03367087346043624,mapreduce,0.029996861984053456,eyes,0.03438231901736059,acts,0.035047509103185694,multiscale,0.02982465376044231,asymptotic,0.02745178530748936
111,targeting,0.027413963937601565,robotics,0.03325596424739873,mixture,0.0250946278741801,30th,0.03367087346043624,servers,0.029996861984053456,education,0.03437426375662201,trainable,0.035047509103185694,foreground,0.029091685004843784,wifi,0.02745178530748936
112,business,0.026372545418051858,ssvep,0.03325596424739873,rough,0.0250946278741801,aboutness,0.03367087346043624,logging,0.029996861984053456,authoring,0.0331967218098654,verbal,0.035047509103185694,reflection,0.029091685004843784,handoff,0.02745178530748936
113,music,0.026372545418051858,bayesian,0.03253424317765769,analytics,0.02506345176098184,abstracts,0.03367087346043624,column,0.029896115938223385,arts,0.032984896711486286,natural,0.034502800572342514,airborne,0.029091685004843784,bus,0.026735209902829658
114,accesses,0.026305923970807943,theorem,0.032218690665016404,kernel,0.024082149127836693,adjacent,0.03367087346043624,integrity,0.029896115938223385,workers,0.032984896711486286,texts,0.0334631135028224,cylinders,0.029091685004843784,aloha,0.026735209902829658
115,ants,0.026305923970807943,nonnegative,0.031137437566228405,associations,0.023899645594457238,amilcare,0.03367087346043624,protocols,0.029896115938223385,home,0.03270100605319057,constituent,0.03291363847123036,edge,0.028837920766568065,erasure,0.026735209902829658
