,WWW_keyword,WWW_score,ML_keyword,ML_score,DM_keyword,DM_score,IR_keyword,IR_score,DB_keyword,DB_score,HI_keyword,HI_score,NLP_keyword,NLP_score,CV_keyword,CV_score,COM_keyword,COM_score
20,smil,0.05104695034688968,variational,0.07796517606075429,discretization,0.058427109621844726,factorization,0.07368263116239616,rdf,0.07611096073150495,pen,0.0785672113933896,english,0.09707610686657892,affine,0.08646812148205656,slotted,0.07150367812315751
21,webml,0.05104695034688968,synaptic,0.07627587716823883,itemset,0.058289305566419196,question,0.07109672067887134,oracle,0.07461858895245584,estudo,0.07513119346193492,monolingual,0.0945176206119571,scene,0.08590172637440555,dqdb,0.06980120959641567
22,provenance,0.0508677584686708,autoepistemic,0.074284843909914,outliers,0.05757714425962895,sentiment,0.06934835874107875,join,0.07266852008958596,everyday,0.07058211512664284,mt,0.09391465531710617,occlusions,0.08460010752664762,admission,0.06922579638829325
23,wikipedia,0.0490446977080096,csps,0.074284843909914,kernel,0.05686673496441208,judgments,0.06526630794900824,provenance,0.06897402798963248,gestures,0.07034506136384883,discourse,0.09310481158567342,uncalibrated,0.08199567208485209,sensor,0.0682635681015775
24,crawling,0.04898376741427559,sparse,0.07391710971530947,dirichlet,0.05565790611764131,organisational,0.06315707083309252,privacy,0.06848185638072093,adults,0.06932172021366707,chunking,0.08978863087477053,deblurring,0.08134625723716117,switches,0.06785969169975668
25,lifecycle,0.04594225531220071,motor,0.07368137517829527,miner,0.05373866797565369,searcher,0.06315707083309252,schema,0.06788376156516879,finger,0.06830108496539539,hpsg,0.08978863087477053,matting,0.07843064286377156,wlans,0.06639627254293198
26,folksonomy,0.04521578530548516,proving,0.07368137517829527,pairwise,0.05373866797565369,eine,0.06315707083309252,synopses,0.06694420572462108,usabilidade,0.06830108496539539,paraphrases,0.08714778879021844,catadioptric,0.07809240694767473,11,0.06512690054951274
27,http,0.043698352195493076,boltzmann,0.07196785482531165,imbalanced,0.05234141724331519,tipster,0.06315707083309252,caching,0.06588563867666386,haptic,0.06577720023632619,wsd,0.08714778879021844,epipolar,0.07321163151344506,isdn,0.06469380401619014
28,pagerank,0.04144780319669473,csp,0.06991955407088558,kernels,0.05234141724331519,opinion,0.062124571372216386,rdbms,0.0638267124680181,gaze,0.06491033801825188,lfg,0.0848729654474717,saliency,0.07280462379425266,mpls,0.06469380401619014
29,irs,0.040837560277511745,bci,0.06964204116554436,recommender,0.05234141724331519,answering,0.06161715792168848,nearest,0.06189370146426189,designers,0.06147097646885585,sentence,0.08427971096143896,calibration,0.0693194310932703,lightwave,0.06299133548944828
30,mashups,0.040837560277511745,kernels,0.0690345596970286,clickstream,0.05200197416507875,rdf,0.06082326944927637,sparql,0.06136552191423598,goms,0.06147097646885585,corpora,0.08207343580538036,panoramic,0.0683308560792154,hop,0.06283304787014507
31,matchmaker,0.040837560277511745,multiagent,0.06582659376751249,outbreak,0.05200197416507875,olap,0.06060442880979337,twig,0.06136552191423598,keyboards,0.06147097646885585,paraphrase,0.08101510338167753,reflectance,0.06417052597944946,tdma,0.06128886696270644
32,metamodeling,0.040837560277511745,covariance,0.06511377341337721,squashing,0.05200197416507875,entity,0.06026293467066236,optimizer,0.061187242941013784,rios,0.06147097646885585,ellipsis,0.08101510338167753,reconstruction,0.064083779146185,antennas,0.059586398435964597
33,sawsdl,0.040837560277511745,silicon,0.06356323097353235,discriminant,0.05181942983366606,articles,0.05827348924018594,cube,0.05671012760386643,mediated,0.05986875836634883,morphologically,0.08101510338167753,nonrigid,0.06345008064498571,protocols,0.057638646967524965
34,wsmo,0.040837560277511745,minimax,0.06340025306039361,sentiment,0.05115183957869439,recommendations,0.05755448816861013,replication,0.05456154452911226,fitts,0.05844311451556918,phrasal,0.07922526253656222,subtraction,0.06345008064498571,bandwidth,0.0574439218088509
35,enterprise,0.03956381214229951,bounds,0.06319317387651079,logistic,0.050080379675866905,files,0.05744419892431657,semistructured,0.053725384045768196,sistemas,0.05805592222058608,french,0.07908617234878043,lighting,0.06179383983206244,handoff,0.057104575633360764
36,p2p,0.038535119627721826,bandit,0.06168673270740999,nearest,0.049962261914073595,organisations,0.05684136374978327,transitive,0.053725384045768196,practices,0.05797816599688518,sentiment,0.07589586536841625,scenes,0.061436044812074854,abr,0.0561814613824809
37,folksonomies,0.038236058171056436,factored,0.05825969200144277,imbalance,0.049900191691678426,acm,0.05684136374978327,dbmss,0.05346327013321585,auditory,0.05664147798128088,anaphora,0.07546257147542892,curvature,0.06140148994696009,diffserv,0.0561814613824809
38,html,0.0376798210879043,hebbian,0.05720690787617912,sparse,0.04850397982258678,monolingual,0.05684136374978327,skylines,0.05346327013321585,older,0.05664147798128088,parsers,0.07546257147542892,manifolds,0.06140148994696009,wimax,0.0561814613824809
39,hypermedia,0.035795830033509085,abduction,0.05654617164845916,interestingness,0.04798095354969079,recommenders,0.0559425496705785,reorganization,0.05299749619865835,widgets,0.05634839509645119,spoken,0.0710420600250873,priors,0.05976473102436262,router,0.05593917613063912
40,entailment,0.03573286524282278,manifold,0.05654617164845916,bayes,0.047583106584831995,categorization,0.052814706790018706,multiversion,0.05299749619865835,entertainment,0.05610538993494642,penn,0.06944151718429502,camera,0.059242459846870835,ipv6,0.05360837712519582
41,lod,0.03573286524282278,regularization,0.055758682832215405,gene,0.04738894580367674,multilingual,0.052011269055809065,files,0.05223301226671908,engaging,0.05610538993494642,preposition,0.06944151718429502,contour,0.058769997520661796,forwarding,0.05277976021092186
42,ws,0.03573286524282278,mlp,0.055713632932435496,subsequences,0.046801776748570875,subtopic,0.05187987991750014,moving,0.0504082723265638,touchscreen,0.05610538993494642,decoding,0.06914595501369356,facial,0.05708659031210495,protocol,0.05274912080576443
43,xquery,0.03573286524282278,stdp,0.055713632932435496,interesting,0.046393528920211195,caching,0.05128067053136362,aqualogic,0.050208154293465805,participatory,0.05572790575577635,named,0.06839452983781696,silhouette,0.0553154549212696,fairness,0.05146391442024433
44,advertiser,0.03494343044542091,eeg,0.05568941147196735,categorical,0.046393528920211195,pagerank,0.05128067053136362,sigmod,0.050208154293465805,pressure,0.05464086797231631,japanese,0.06795327480660525,intensity,0.05526134095226408,buffered,0.051074055802255366
45,pdas,0.03494343044542091,fmri,0.05483265129547555,clusterings,0.046061715407703166,thesaurus,0.05068605787439697,oodb,0.04964446512370043,storytelling,0.05464086797231631,morphology,0.06501783829645812,cluttered,0.05368852977652637,downlink,0.04937158727551352
46,rl,0.03494343044542091,chess,0.05402874632750251,differentially,0.046061715407703166,personalize,0.05052565666647402,transactions,0.04913211353348624,homeless,0.05464086797231631,lexicalized,0.06365472408560377,riemannian,0.05206160463178315,queued,0.04937158727551352
47,annotation,0.033931243966793985,equilibria,0.05402874632750251,subgroup,0.046061715407703166,xpath,0.05052565666647402,buffer,0.048384765903175024,ui,0.05464086797231631,german,0.060889721579222685,mosaics,0.04991040909512736,broadband,0.04900977733871316
48,authoring,0.033911838979113866,equilibrium,0.05402874632750251,subspace,0.044601360756401635,booksonline,0.05052565666647402,workloads,0.04775589692957173,children,0.053903835430873966,distributional,0.06051243939067414,defocus,0.0488077543422967,arq,0.04766911874877168
49,mashup,0.033911838979113866,sparsity,0.05340648173590635,dimensionality,0.044014373590969595,controversial,0.05052565666647402,disks,0.047418812388273265,drawing,0.05298718907926275,multilingual,0.060451939276005964,imaging,0.04868260988651835,ofdma,0.04766911874877168
50,triples,0.033911838979113866,bandits,0.05311913094249193,ensembles,0.042824795926348795,ein,0.05052565666647402,nothing,0.047418812388273265,sig,0.051429940773700875,korean,0.059800528339019145,patch,0.04824402781546864,handover,0.04545058060614428
51,answering,0.03174213145280727,stochastic,0.0522646230310269,yeast,0.04271661335097304,recsys,0.05052565666647402,replicated,0.047355302798852146,interruption,0.051429940773700875,paraphrasing,0.059796862019809605,textures,0.04753372294774034,lifetime,0.04511541595865891
52,bpel4ws,0.03062817020813381,dirichlet,0.05226237076600013,episode,0.04271661335097304,tdt,0.05052565666647402,hadoop,0.047355302798852146,aplica,0.05122581372404653,tagger,0.059796862019809605,volumetric,0.04753372294774034,radio,0.044981511653710365
53,browsers,0.03062817020813381,convex,0.05204143731006772,metabolic,0.04271661335097304,verbose,0.05052565666647402,mapreduce,0.04657979594733111,messaging,0.05024647240274917,natural,0.05831819842314379,manifold,0.04692828160231949,queue,0.04463242135561013
54,choreography,0.03062817020813381,lasso,0.05140561058950833,churn,0.04222323912372789,sentence,0.047676996634491646,optimizers,0.04582566011418501,projector,0.04909221619307811,pcfg,0.057867930986912515,deformation,0.046489699531269774,ieee,0.04429729874845227
55,datatypes,0.03062817020813381,apprenticeship,0.051070830188065866,agglomerative,0.04222323912372789,collections,0.04739781378591422,tuples,0.04582566011418501,touch,0.04851229001212213,pronoun,0.05593899995401543,curved,0.046345379874046834,reservation,0.043354803030400096
56,dbin,0.03062817020813381,rbf,0.051070830188065866,roc,0.04222323912372789,effectiveness,0.04672070216040116,commit,0.045296376590206404,appropriation,0.04781075947577677,chinese,0.05480256234798973,hough,0.046345379874046834,wlan,0.04311978160070098
57,earthquake,0.03062817020813381,existential,0.05085058477882588,drifting,0.041733649729889084,distillation,0.046618791392148744,tertiary,0.04462947048308071,qwerty,0.04781075947577677,lexicon,0.05471562387025357,shadows,0.046345379874046834,scheduling,0.04125017751592651
58,gnowsis,0.03062817020813381,hippocampal,0.05085058477882588,arbitrarily,0.041601579332063,suggestions,0.046618791392148744,logging,0.043278781592424376,sobre,0.04781075947577677,constituent,0.05401006892111835,vision,0.045992533343484666,fair,0.04115564635494502
59,isparql,0.03062817020813381,perceptrons,0.05085058477882588,biomarker,0.041601579332063,blog,0.0447874816869467,deductive,0.04275131956809841,creative,0.047505755726235575,acl2,0.05401006892111835,morphable,0.04515703680035332,aloha,0.04085924464180429
60,mediawiki,0.03062817020813381,analog,0.05054885041301652,blanket,0.041601579332063,indexes,0.0447874816869467,b,0.04211324017155963,wearable,0.047505755726235575,pronominal,0.05401006892111835,correspondences,0.04450565076282323,openflow,0.04085924464180429
61,observatories,0.03062817020813381,saliency,0.04969209023652471,sell,0.041601579332063,duplicate,0.04428785182254131,tpc,0.042006855104669595,programmers,0.04675449161245534,pronouns,0.05401006892111835,cuts,0.04450565076282323,switch,0.0395848201581914
62,odesew,0.03062817020813381,priors,0.04968044812642451,webkdd,0.041601579332063,hyperlink,0.044209949583164765,rfid,0.04178640981337526,multitasking,0.04675449161245534,underspecified,0.05401006892111835,ultrasound,0.04230005376332381,relay,0.0395848201581914
63,ourspaces,0.03062817020813381,ai,0.048835330060032905,rough,0.040445640597107195,twig,0.044209949583164765,auditing,0.04117852417291491,workplace,0.0466346117801033,syntactic,0.053975353859718196,symmetry,0.041326675708335855,mesh,0.03952920721083638
64,potluck,0.03062817020813381,receptive,0.048749428815881055,outlier,0.03902619066185143,clir,0.044209949583164765,multiprocessor,0.04117852417291491,handheld,0.045678611275226516,combinatory,0.05281684169104148,omnidirectional,0.0412267146786732,carrier,0.03915677611506244
65,r2rml,0.03062817020813381,speaker,0.048438436923263904,manifold,0.03838476283975263,transliteration,0.044209949583164765,file,0.04083708137848207,meetings,0.04537421686712753,sentential,0.05281684169104148,rgb,0.040673128618580585,multicasting,0.03830554185169153
66,rdfa,0.03062817020813381,chaotic,0.04797856988354111,protein,0.03791115664294139,companies,0.044209949583164765,rewriting,0.04014906106859204,immersion,0.044395705227507,grammars,0.05211413476110722,blur,0.04040366450557929,sip,0.0374543075883206
67,sambo,0.03062817020813381,default,0.0471218097070493,publishing,0.036465524697765,corpus,0.04334272421317422,main,0.0395609225854045,stylus,0.044395705227507,centering,0.05208113788822127,illuminant,0.04040366450557929,umts,0.0374543075883206
68,sameas,0.03062817020813381,allen,0.04642802744369624,imputation,0.03640138191555513,inverted,0.04334272421317422,datalog,0.039119597964269164,menu,0.044113821954151776,nlp,0.05125759571915927,mosaicing,0.04040366450557929,survivable,0.037292784087092745
69,scientometrics,0.03062817020813381,coalitional,0.04642802744369624,lung,0.03640138191555513,named,0.04334272421317422,warehouses,0.039119597964269164,workspace,0.044113821954151776,grammatical,0.05056942978613409,shapes,0.04034955053657377,service,0.037052150600588855
70,shop2,0.03062817020813381,epistemic,0.04642802744369624,proteins,0.03640138191555513,contextualization,0.04323323326458345,advisor,0.039050786672695625,usability,0.0437525936335743,esl,0.05015220685532418,surface,0.039240166952335946,manets,0.0361273845843711
71,sitemaps,0.03062817020813381,sensorimotor,0.04642802744369624,projected,0.03616916309923721,stemmer,0.04323323326458345,codasyl,0.039050786672695625,gaming,0.04285342704117601,hebrew,0.05015220685532418,occluded,0.03904620347383737,buffer,0.03581483728598269
72,wsmx,0.03062817020813381,synapses,0.04642802744369624,mml,0.035597177792477536,bibliographic,0.04195691225293387,snapshot,0.038801666255277034,com,0.04268817810337212,treebanks,0.05015220685532418,slam,0.03904620347383737,aqm,0.035751839061578757
73,xpath,0.03062817020813381,planner,0.046265049530557496,basket,0.03454628655577737,keyphrase,0.04195691225293387,schemas,0.03828476379232694,sickness,0.04207904245120981,wmt,0.05015220685532418,snakes,0.03904620347383737,fddi,0.035751839061578757
74,wikis,0.03014385687032344,vlsi,0.046265049530557496,anomalous,0.03454628655577737,clickthrough,0.04054884629951758,dataspaces,0.03818805009515418,cursor,0.041593032128200244,phrase,0.04859849868595316,tracker,0.03904620347383737,switched,0.034157465323171016
75,heritage,0.03004261713440149,pac,0.04595441451694268,covariance,0.03454628655577737,crawling,0.03962597268332643,federated,0.03730929447622792,posture,0.04098065097923723,referring,0.04840995151253931,moving,0.03887324959348099,retransmission,0.03404937053483691
76,metadata,0.02900574081032389,nonparametric,0.045137981340364855,anonymization,0.03454628655577737,poster,0.03962597268332643,enterprise,0.03706067175562342,caso,0.04098065097923723,extractive,0.0482232758224271,geodesic,0.03814770065384848,fading,0.0337965855789278
77,twitter,0.02845846268182721,satisfiability,0.04471240331378207,opinion,0.034497752274003195,factoid,0.03789424249985551,etl,0.03626144476750308,involvement,0.04098065097923723,multiword,0.04629434478953002,cosegmentation,0.03802697835819227,flooding,0.0337965855789278
78,recommender,0.028025541547434054,critic,0.04449426168147265,tensor,0.034497752274003195,intellectual,0.03789424249985551,resident,0.03626144476750308,leisure,0.04098065097923723,morpheme,0.04629434478953002,lidar,0.03802697835819227,3g,0.03263118607620615
79,oxpath,0.027954744356336735,margins,0.04449426168147265,interpretable,0.03338691978391127,multidatabase,0.03789424249985551,transactional,0.0358169226971788,love,0.04098065097923723,polysemy,0.04629434478953002,crowded,0.03741927832909414,rings,0.03263118607620615
80,paid,0.027954744356336735,defeasible,0.04410662607151143,motif,0.03338691978391127,plagiarism,0.03789424249985551,outsourced,0.0358169226971788,tica,0.04098065097923723,formalisms,0.044894315437385264,denoising,0.036840893968176046,arrivals,0.03234690200809507
81,ql,0.027954744356336735,natural,0.044051610840436954,sparsity,0.03338691978391127,plsa,0.03789424249985551,indexes,0.03509436680963302,uso,0.04098065097923723,taggers,0.044894315437385264,constancy,0.035963729826076624,vehicular,0.03188030096829295
82,reasoners,0.027954744356336735,neuronal,0.04347039211062145,transactional,0.03338691978391127,warehousing,0.03789424249985551,p2p,0.03509436680963302,ux,0.04098065097923723,subcategorization,0.044894315437385264,refractive,0.035650292210805255,ethernet,0.03149566774472414
83,entity,0.027911184553330533,ica,0.04347039211062145,customer,0.032893503557846204,aboutness,0.03789424249985551,publishing,0.03500174554697767,veis,0.04098065097923723,finite,0.04456675815238396,variational,0.03464798361292747,hosts,0.0314657865734845
84,crawler,0.02731147012218317,roc,0.042838008824590275,subgraph,0.032118596944761595,barriers,0.03789424249985551,itemsets,0.03500174554697767,distraction,0.039741317870587045,transducers,0.044138485202609365,invariant,0.03427144451356614,differentiated,0.030788193456371085
85,federated,0.02731147012218317,texture,0.042838008824590275,bicluster,0.03120118449904725,cite,0.03789424249985551,encrypted,0.03500174554697767,ethnography,0.03927312385510234,linguistically,0.04243648272373585,projective,0.034209401541877765,16,0.03064443348135322
86,interoperability,0.026857810649624305,robot,0.04280721505398394,boilers,0.03120118449904725,ineffectiveness,0.03789424249985551,reachability,0.034324550918129686,autism,0.03927312385510234,hardbound,0.04243648272373585,egomotion,0.0341654280396077,banyan,0.03064443348135322
87,javascript,0.02637587476153301,theories,0.04248280596740221,cfb,0.03120118449904725,jordanian,0.03789424249985551,containment,0.03397228244265481,teams,0.039072242302248705,lambek,0.04243648272373585,rectification,0.0341654280396077,multihoming,0.03064443348135322
88,middleware,0.02637587476153301,nonnegative,0.04222838090746084,cprod1,0.03120118449904725,malaysia,0.03789424249985551,selectivity,0.03381820801655547,embodied,0.039072242302248705,arabic,0.042360482996325347,autocalibration,0.03327360606341824,routed,0.03064443348135322
89,ajax,0.02552347517344484,backgammon,0.04178522469932662,derivable,0.03120118449904725,malaysian,0.03789424249985551,buffering,0.03347210286231054,visualizations,0.03837003347119027,spanish,0.04128116717235436,restoration,0.033061340566668686,priority,0.030159862977669635
90,bpel,0.02552347517344484,quantified,0.04178522469932662,drought,0.03120118449904725,rocchio,0.03789424249985551,clio,0.03347210286231054,gesture,0.037888927802860684,entity,0.040740018047373504,cues,0.032893655328728615,multiplexing,0.029793199217982298
91,com,0.02552347517344484,td,0.04131610013279603,geoscientific,0.03120118449904725,simfusion,0.03789424249985551,extendible,0.03347210286231054,cues,0.03781184738927294,reordering,0.04057892994433442,keypoint,0.03253850289486447,mimo,0.029531532498968182
92,dns,0.02552347517344484,prolog,0.041124488471606664,hyperclique,0.03120118449904725,smes,0.03789424249985551,hana,0.03347210286231054,gestural,0.03781184738927294,nouns,0.040507551690838764,occluding,0.03253850289486447,cellular,0.029403498959784696
93,freshness,0.02552347517344484,discriminant,0.041124488471606664,intelligible,0.03120118449904725,symposium,0.03789424249985551,hippocratic,0.03347210286231054,domestic,0.03756559673096746,linguistic,0.04032641380323773,reflection,0.0324550732576789,deflection,0.028941964954611377
94,compositions,0.024580323109964858,reward,0.03974435850113961,lu,0.03120118449904725,und,0.03789424249985551,ldap,0.03347210286231054,workspaces,0.03756559673096746,urdu,0.03961263126828111,binocular,0.03208526298972473,dimensioning,0.028941964954611377
95,mediation,0.024580323109964858,decoding,0.03974435850113961,miners,0.03120118449904725,zur,0.03789424249985551,locks,0.03347210286231054,encourage,0.03756559673096746,phoneme,0.038578620657941674,depth,0.031595978584997776,osi,0.028941964954611377
96,communities,0.023532959525357118,armed,0.03946382332714181,precursors,0.03120118449904725,dbms,0.037295033113719,monetdb,0.03347210286231054,lise,0.03756559673096746,pronunciation,0.038578620657941674,discriminant,0.03157790911557947,uplink,0.028941964954611377
97,delivery,0.023354617956195048,learnability,0.03946382332714181,professor,0.03120118449904725,reranking,0.03716977577455778,nonrecursive,0.03347210286231054,scaffolding,0.03756559673096746,literary,0.038578620657941674,tensor,0.031261704218533665,bus,0.028903202020266732
98,apis,0.02260789265274258,denoising,0.039410968118623046,securities,0.03120118449904725,regularized,0.03716977577455778,pig,0.03347210286231054,novice,0.037403593289964274,metonymy,0.038578620657941674,detectors,0.03115395553397626,interference,0.028589036780916007
99,bookmarking,0.02260789265274258,factorization,0.03823452537066199,shapelets,0.03120118449904725,european,0.03716977577455778,postgresql,0.03347210286231054,inform,0.037403593289964274,comparable,0.03773128573771446,inpainting,0.03091157775012125,energy,0.02819978949650728
100,mash,0.02260789265274258,connectionist,0.03823452537066199,underrepresented,0.03120118449904725,corpora,0.036118936844311854,serializable,0.03347210286231054,warnings,0.037403593289964274,dialogues,0.03715305045511893,pde,0.03091157775012125,bittorrent,0.02796958806531956
101,suggestions,0.02260789265274258,plans,0.03823452537066199,regularization,0.030929019280140795,annotation,0.0358869161521922,service,0.03319426226314421,sensemaking,0.03655145247629718,morpho,0.03697178918372904,stereoscopic,0.03091157775012125,dtn,0.02723949642786953
102,lite,0.021849176097746538,nash,0.038137938584119416,sales,0.030707810271802107,suggestion,0.034674179370539376,predicates,0.03294281933833193,experience,0.03606385332976626,compounds,0.0366496896250446,radiometric,0.03091157775012125,transmissions,0.02723949642786953
103,museum,0.021849176097746538,ocular,0.038137938584119416,colony,0.030707810271802107,searchers,0.03458658661166676,microsoft,0.03294281933833193,mounted,0.03585806960683258,tense,0.0366496896250446,blurred,0.03089691991603122,networking,0.026677346738347707
104,desktop,0.021019156160575543,rewards,0.038137938584119416,committee,0.030707810271802107,retweet,0.03458658661166676,subscribe,0.03283217913908056,emotional,0.03529105756332142,reranking,0.036121021275810065,brdf,0.03089691991603122,receiver,0.02638826216449861
105,opinion,0.021019156160575543,deduction,0.037697447765639436,genes,0.030707810271802107,subtopics,0.03458658661166676,flash,0.03191335623400905,interpersonal,0.03529105756332142,verbs,0.036121021275810065,mumford,0.03089691991603122,wifi,0.02638826216449861
106,ants,0.020966058267252553,descent,0.037697447765639436,lasso,0.030707810271802107,categorisation,0.03458658661166676,integrity,0.03190396982693912,multitouch,0.0350658687093415,tagging,0.035776767117744246,shah,0.03089691991603122,ip,0.025826991674794693
107,blank,0.020966058267252553,meetings,0.037697447765639436,substructures,0.030707810271802107,dolap,0.03458658661166676,imprecise,0.031339807360031446,walkthrough,0.0350658687093415,prosodic,0.0355955525827495,shutter,0.03089691991603122,queues,0.02576154962675948
108,demonstrator,0.020966058267252553,bayes,0.037172455221476934,warping,0.030707810271802107,mentions,0.03458658661166676,sensor,0.031100930408711685,affordances,0.0350658687093415,framenet,0.03472075859214751,superpixels,0.03089691991603122,manet,0.025537027901127683
109,fake,0.020966058267252553,particle,0.037172455221476934,influential,0.03060467646858533,oodb,0.03458658661166676,differentially,0.030883893129686184,brainstorming,0.0350658687093415,bengali,0.03472075859214751,cue,0.030700744973480045,multiplexer,0.025537027901127683
110,gov,0.020966058267252553,forgetting,0.037142421954957,bagging,0.03060467646858533,phrasal,0.03458658661166676,quantiles,0.03068276095711799,awareness,0.03478239661246492,decipherment,0.03472075859214751,gait,0.030700744973480045,ospf,0.025537027901127683
111,homepage,0.020966058267252553,semidefinite,0.037142421954957,ordinal,0.03060467646858533,retrieve,0.03458658661166676,sap,0.03068276095711799,conferencing,0.03415054248269769,determiner,0.03472075859214751,body,0.029902499687293065,rerouting,0.025537027901127683
112,ics,0.020966058267252553,stimulus,0.037142421954957,cube,0.03060467646858533,tokenization,0.03458658661166676,cpus,0.030550440076123342,bimanual,0.03415054248269769,unlexicalized,0.03472075859214751,planar,0.029902499687293065,sdn,0.025537027901127683
113,interlinking,0.020966058267252553,topographic,0.037142421954957,gaussian,0.028549863950899194,fact,0.03379070524959798,aries,0.030550440076123342,gameplay,0.03415054248269769,portuguese,0.034330947099176966,faces,0.029823580831380612,wired,0.025537027901127683
114,magpie,0.020966058267252553,arc,0.03601832489165777,competitors,0.02847774223398203,joins,0.03379070524959798,starburst,0.030550440076123342,guis,0.03415054248269769,hindi,0.03417173047943951,sparse,0.029557528353707594,backbone,0.02450488866935658
